identifiers_isbn_10,identifiers_isbn_13,identifiers_openlibrary,links,url,number_of_pages,pagination,ebooks,subject_people,weight,subject_places,subject_times,key,cover_small,cover_medium,cover_large,by_statement,title,publish_date,table_of_contents,publish_places,subjects,authors,classifications_lc_classifications,excerpts,notes,subtitle,publishers,classifications,identifiers_librarything,identifiers_goodreads,identifiers_lccn,identifiers_oclc,cover,classifications_dewey_decimal_class,identifiers_amazon,identifiers_wikidata,identifiers_overdrive,identifiers_alibris_id,identifiers_google,identifiers_musicbrainz
0194237532,9780194237536,OL32335013M,"{'title': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Frankenstein'}; {'title': 'Wikidata', 'url': 'https://www.wikidata.org/wiki/Q150827'}; {'title': 'VIAF ID: 185508590', 'url': 'https://viaf.org/viaf/185508590'}; {'title': 'BookBrainz', 'url': 'https://bookbrainz.org/work/7eeea395-1cf8-4812-a133-a14fe5d5d08b'}; {'title': 'inventaire.io', 'url': 'https://inventaire.io/entity/wd:Q150827'}",https://openlibrary.org/books/OL32335013M/Frankenstein,72.0,,,Mary Wollstonecraft Shelley (1797-1851); Victor Frankenstein (Fictitious character); Frankenstein's Monster (Fictitious character),,Geneva (Switzerland); St. Petersburgh; Archangel; Lucerne; Switzerland; Geneva,1700s,/books/OL32335013M,https://covers.openlibrary.org/b/id/10957070-S.jpg,https://covers.openlibrary.org/b/id/10957070-M.jpg,https://covers.openlibrary.org/b/id/10957070-L.jpg,,Frankenstein,"Mar 29, 2007",,,"Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); Scientists; Monsters; Fiction, horror; Frankenstein (fictitious character), fiction; Physicians, fiction; British fiction (fictional works by one author); Scientists, fiction; Geneva (Switzerland), fiction; Children's fiction; Horror stories; Fiction, science fiction, general; Fiction, general; Horror tales; Frankenstein (Shelley, Mary Wollstonecraft); Large type books; English fiction; Study guides; Examinations; Criticism and interpretation; Fiction, gothic; English language, textbooks for foreign speakers; Reading comprehension; Monsters, fiction; English literature; Comics & graphic novels, science fiction; Comics & graphic novels, horror; Comic books, strips, etc.; Comics & graphic novels, literary; Shelley, Mary Wollstonecraft, 1797-1851; English fiction (collections), 19th century; Literature and fiction, horror and ghost stories; Readers; Science fiction, history and criticism; Horror tales, history and criticism; Children's stories; Monstrous; Novela; History and criticism; Horror fiction; British and irish fiction (fictional works by one author); Fiction, historical, general; literary criticism; English Science fiction; English Horror tales; Scientists in literature; Monsters in literature; Science, experiments, fiction; Authors; Travel; Reincarnation; Self-actualization (Psychology); Vida espiritual; Arte de vivir; Conducta (Ética); Self-realization; Reading materials; Fiction, science fiction, hard science fiction; Switzerland, fiction; Literature and fiction, women authors; Literature, history and criticism; Science fiction; Cartoons and comics; Monstres; Romans, nouvelles; Comic books, strips; Classic science fiction; Horror and supernatural fiction; Classic fiction; Science in literature; Illustration; Gothic fiction; English language, juvenile literature; Shelley, Mary Wollstonecraft, 1797-1851. Frankenstein; Frankenstein, Victor (Fictitious character) -- Fiction; Frankenstein's monster (Fictitious character) -- Fiction; Scientists -- Fiction; Monsters -- Fiction; Frankenstein’s monster (Fictitious character); Frankenstein’s monster; Monsters--fiction; Frankenstein, victor (fictitious character); Frankenstein, victor (fictitious character)--fiction; Pr5397 .f7 1992; 823.7 f; Frankenstein, victor; Frankenstein's monster; Scientists--fiction; Frankenstein, victor (fictional character); Frankenstein, victor (fictional character)--fiction; Frankenstein (fictional character); Frankenstein (fictional character)--fiction; Pr5397 .f7 2003c; 823/.7; Fic004000; Pr5397 .f7 1969; Pr5397 .f7 2008f; 823.7; Science & technology in literature; Literary styles & movements - fiction; Books at the movies; Occupations - fiction; English fiction & prose literature - general & miscellaneous - literary criticism; Horror literature - literary criticism; English; Scot; Pr5397 .f7 2007; Shelley, mary wollstonecraft , 1797-1851; Pr5397 .f7 2012; Classics; Horror; Gothic; English & college success -> english -> fiction; Mary shelley; Mary wollstonecraft shelley; Women authors; Rhetoric; Ya; Young adult; Juvenile; History; Historical; Classic; Literature; Books; Novels; Hardcovers; Paperback; Ebook; Audio-book; Stories; Tales; Madness; Mad; Science; Life conduct; Ethics; Translations into russian; Ficción; Frankenstein (personaje literario); Monstruos; Epistolary fiction; Conducta (etica); ghost; Frankenstein films; Juvenile fiction; African american women; Man-woman relationships; Pr5397 .f7 2012d; Pr5397 .f7 2008d; 823; Drama (dramatic works by one author); Long Now Manual for Civilization",Mary Shelley,,,Source title: Frankenstein (The Oxford Bookworms Library: Leval 3),,Oxford University Press,,,,,,,,,,,,,
0195062582; 0195062590,,OL18302981M,,https://openlibrary.org/books/OL18302981M/The_Mary_Shelley_reader,420.0,"xx, 420 p. :","{'preview_url': 'https://archive.org/details/maryshelleyreade0000shel', 'availability': 'restricted', 'formats': {}}",Mary Wollstonecraft Shelley (1797-1851),,,19th century,/books/OL18302981M,https://covers.openlibrary.org/b/id/11687269-S.jpg,https://covers.openlibrary.org/b/id/11687269-M.jpg,https://covers.openlibrary.org/b/id/11687269-L.jpg,edited by Betty T. Bennett and Charles E. Robinson.,The  Mary Shelley reader,"Nov 15, 1990",,New York,"Correspondence; Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); English Authors; Fiction, short stories (single author); Fiction, horror",Mary Shelley,PR5397  .A4 1990; PR5397.A4 1990; PR5397 .A4 1990,,Includes bibliographical references.,"containing Frankenstein, Mathilda, tales and stories, essays and reviews, and letters","Oxford University Press; Oxford University Press, USA",,12139,629493; 18498,89026584,20690476,,823/.7 ,,,,,,
0195062582; 0195062590,,OL18302981M,,https://openlibrary.org/books/OL18302981M/The_Mary_Shelley_reader,420.0,"xx, 420 p. :","{'preview_url': 'https://archive.org/details/maryshelleyreade0000shel', 'availability': 'restricted', 'formats': {}}",Mary Wollstonecraft Shelley (1797-1851),,,19th century,/books/OL18302981M,https://covers.openlibrary.org/b/id/11687269-S.jpg,https://covers.openlibrary.org/b/id/11687269-M.jpg,https://covers.openlibrary.org/b/id/11687269-L.jpg,edited by Betty T. Bennett and Charles E. Robinson.,The  Mary Shelley reader,"Nov 15, 1990",,New York,"Correspondence; Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); English Authors; Fiction, short stories (single author); Fiction, horror",Mary Shelley,PR5397  .A4 1990; PR5397.A4 1990; PR5397 .A4 1990,,Includes bibliographical references.,"containing Frankenstein, Mathilda, tales and stories, essays and reviews, and letters","Oxford University Press; Oxford University Press, USA",,12139,629493; 18498,89026584,20690476,,823/.7 ,,,,,,
0195108817; 0195108825,,OL999878M,,https://openlibrary.org/books/OL999878M/Valperga_or_The_life_and_adventures_of_Castruccio_Prince_of_Lucca,454.0,"xxvi, 454 p. ;","{'preview_url': 'https://archive.org/details/valpergaorlifead0000shel_o0n3', 'availability': 'restricted', 'formats': {}}",Castruccio Castracani (1281-1328),,Italy; Lucca (Italy),1268-1492; 14th century,/books/OL999878M,https://covers.openlibrary.org/b/id/123502-S.jpg,https://covers.openlibrary.org/b/id/123502-M.jpg,https://covers.openlibrary.org/b/id/123502-L.jpg,Mary Wollstonecraft Shelley ; edited by Stuart Curran.,"Valperga, or, The life and adventures of Castruccio, Prince of Lucca",1997,,New York,"Fiction; History; Condottieri; Guelfs and Ghibellines; Romans, nouvelles; British and irish fiction (fictional works by one author); Fiction, historical; Italy, fiction; Nobility",Mary Shelley,PR5397 .V3 1997; PR5397.V3 1997,,Includes bibliographical references (p. xxiv).,,Oxford University Press,,70685,2565198; 3171067,96038744,35586752,,823/.7,,,,,,
0195108817; 0195108825,,OL999878M,,https://openlibrary.org/books/OL999878M/Valperga_or_The_life_and_adventures_of_Castruccio_Prince_of_Lucca,454.0,"xxvi, 454 p. ;","{'preview_url': 'https://archive.org/details/valpergaorlifead0000shel_o0n3', 'availability': 'restricted', 'formats': {}}",Castruccio Castracani (1281-1328),,Italy; Lucca (Italy),1268-1492; 14th century,/books/OL999878M,https://covers.openlibrary.org/b/id/123502-S.jpg,https://covers.openlibrary.org/b/id/123502-M.jpg,https://covers.openlibrary.org/b/id/123502-L.jpg,Mary Wollstonecraft Shelley ; edited by Stuart Curran.,"Valperga, or, The life and adventures of Castruccio, Prince of Lucca",1997,,New York,"Fiction; History; Condottieri; Guelfs and Ghibellines; Romans, nouvelles; British and irish fiction (fictional works by one author); Fiction, historical; Italy, fiction; Nobility",Mary Shelley,PR5397 .V3 1997; PR5397.V3 1997,,Includes bibliographical references (p. xxiv).,,Oxford University Press,,70685,2565198; 3171067,96038744,35586752,,823/.7,,,,,,
0198125712; 0198126743,,OL2089300M,,https://openlibrary.org/books/OL2089300M/The_journals_of_Mary_Shelley,735.0,"2 v. (xlii, 735) :","{'preview_url': 'https://archive.org/details/journalsofmarysh0001shel', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL2089300M/The_journals_of_Mary_Shelley/borrow', 'checkedout': False}",Mary Wollstonecraft Shelley (1797-1851),,,19th century,/books/OL2089300M,https://covers.openlibrary.org/b/id/9639192-S.jpg,https://covers.openlibrary.org/b/id/9639192-M.jpg,https://covers.openlibrary.org/b/id/9639192-L.jpg,edited by Paula R. Feldman and Diana Scott-Kilvert.,The  journals of Mary Shelley,1987,,"Oxford, United Kingdom; New York, USA","Diaries; English Women authors; Biography; English Authors; Shelley, mary wollstonecraft, 1797-1851; English Poets; English literature, history and criticism, 19th century",Mary Shelley,PR5398 .A34 1987; PR5398; PR5398 .A36 1980,,Includes bibliographical references and index.,1814-1844,Clarendon Press; Oxford University Press,,237403,1268659; 455144,88131610; 79041246,16073943,,828/.703; B,,,,,,
,9780199552351,OL23170841M,,https://openlibrary.org/books/OL23170841M/The_last_man,479.0,"xxviii, 479 p. ;","{'preview_url': 'https://archive.org/details/lastman0000shel_k5i8', 'availability': 'restricted', 'formats': {}}",,,,21st Century,/books/OL23170841M,https://covers.openlibrary.org/b/id/14361979-S.jpg,https://covers.openlibrary.org/b/id/14361979-M.jpg,https://covers.openlibrary.org/b/id/14361979-L.jpg,Mary Shelley ; edited with an introduction and notes by Morton D. Paley.,The last man,2008,,Oxford; New York,"Fiction; Plague; Twenty-first century; End of the world; British and irish fiction (fictional works by one author); Fiction, fantasy, general; Fiction, science fiction, general; English literature; Twenty-first century -- Fiction; End of the world -- Fiction; Plague -- Fiction; Long Now Manual for Civilization",Mary Shelley,PR5397 .L3 2008; ,,Includes bibliographical references.,,Oxford University Press,,12137,4997665,2009290351,231589419,,823/.7,,,,,,
,9780241251874,OL29292850M,,https://openlibrary.org/books/OL29292850M/Mary_and_Maria_-_Matilda,128.0,,"{'preview_url': 'https://archive.org/details/matilda0000shel', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL29292850M,https://covers.openlibrary.org/b/id/13327061-S.jpg,https://covers.openlibrary.org/b/id/13327061-M.jpg,https://covers.openlibrary.org/b/id/13327061-L.jpg,,Mary and Maria - Matilda,2016,,,English literature,Mary Shelley,PR5397,,,,"Penguin Books, Limited; Penguin Books",,,,,,,,,,,,,
,9780241251881,OL38800597M,,https://openlibrary.org/books/OL38800597M/Matilda,,,,,,,,/books/OL38800597M,,,,,Matilda,2016,,,,Mary Shelley,,,,,"Penguin Books, Limited",,,,,,,,,,,,,
0243324286,9780243324286,OL32335015M,,https://openlibrary.org/books/OL32335015M/Valperga_or_the_Life_and_Adventures_of_Castruccio_Prince_of_Lucca_Vol._3_of_3,276.0,,,,,,,/books/OL32335015M,https://covers.openlibrary.org/b/id/10957072-S.jpg,https://covers.openlibrary.org/b/id/10957072-M.jpg,https://covers.openlibrary.org/b/id/10957072-L.jpg,,"Valperga, or the Life and Adventures of Castruccio, Prince of Lucca, Vol. 3 of 3","Feb 02, 2019",,,,Mary Shelley,,,"Source title: Valperga, or the Life and Adventures of Castruccio, Prince of Lucca, Vol. 3 of 3 (Classic Reprint)",,Forgotten Books,,,,,,,,,,,,,
,9780262340250,OL29764386M,"{'title': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Frankenstein'}; {'title': 'Wikidata', 'url': 'https://www.wikidata.org/wiki/Q150827'}; {'title': 'VIAF ID: 185508590', 'url': 'https://viaf.org/viaf/185508590'}; {'title': 'BookBrainz', 'url': 'https://bookbrainz.org/work/7eeea395-1cf8-4812-a133-a14fe5d5d08b'}; {'title': 'inventaire.io', 'url': 'https://inventaire.io/entity/wd:Q150827'}",https://openlibrary.org/books/OL29764386M/Frankenstein,320.0,,,Mary Wollstonecraft Shelley (1797-1851); Victor Frankenstein (Fictitious character); Frankenstein's Monster (Fictitious character),,Geneva (Switzerland); St. Petersburgh; Archangel; Lucerne; Switzerland; Geneva,1700s,/books/OL29764386M,,,,,Frankenstein,2017,,,"Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); Scientists; Monsters; Fiction, horror; Frankenstein (fictitious character), fiction; Physicians, fiction; British fiction (fictional works by one author); Scientists, fiction; Geneva (Switzerland), fiction; Children's fiction; Horror stories; Fiction, science fiction, general; Fiction, general; Horror tales; Frankenstein (Shelley, Mary Wollstonecraft); Large type books; English fiction; Study guides; Examinations; Criticism and interpretation; Fiction, gothic; English language, textbooks for foreign speakers; Reading comprehension; Monsters, fiction; English literature; Comics & graphic novels, science fiction; Comics & graphic novels, horror; Comic books, strips, etc.; Comics & graphic novels, literary; Shelley, Mary Wollstonecraft, 1797-1851; English fiction (collections), 19th century; Literature and fiction, horror and ghost stories; Readers; Science fiction, history and criticism; Horror tales, history and criticism; Children's stories; Monstrous; Novela; History and criticism; Horror fiction; British and irish fiction (fictional works by one author); Fiction, historical, general; literary criticism; English Science fiction; English Horror tales; Scientists in literature; Monsters in literature; Science, experiments, fiction; Authors; Travel; Reincarnation; Self-actualization (Psychology); Vida espiritual; Arte de vivir; Conducta (Ética); Self-realization; Reading materials; Fiction, science fiction, hard science fiction; Switzerland, fiction; Literature and fiction, women authors; Literature, history and criticism; Science fiction; Cartoons and comics; Monstres; Romans, nouvelles; Comic books, strips; Classic science fiction; Horror and supernatural fiction; Classic fiction; Science in literature; Illustration; Gothic fiction; English language, juvenile literature; Shelley, Mary Wollstonecraft, 1797-1851. Frankenstein; Frankenstein, Victor (Fictitious character) -- Fiction; Frankenstein's monster (Fictitious character) -- Fiction; Scientists -- Fiction; Monsters -- Fiction; Frankenstein’s monster (Fictitious character); Frankenstein’s monster; Monsters--fiction; Frankenstein, victor (fictitious character); Frankenstein, victor (fictitious character)--fiction; Pr5397 .f7 1992; 823.7 f; Frankenstein, victor; Frankenstein's monster; Scientists--fiction; Frankenstein, victor (fictional character); Frankenstein, victor (fictional character)--fiction; Frankenstein (fictional character); Frankenstein (fictional character)--fiction; Pr5397 .f7 2003c; 823/.7; Fic004000; Pr5397 .f7 1969; Pr5397 .f7 2008f; 823.7; Science & technology in literature; Literary styles & movements - fiction; Books at the movies; Occupations - fiction; English fiction & prose literature - general & miscellaneous - literary criticism; Horror literature - literary criticism; English; Scot; Pr5397 .f7 2007; Shelley, mary wollstonecraft , 1797-1851; Pr5397 .f7 2012; Classics; Horror; Gothic; English & college success -> english -> fiction; Mary shelley; Mary wollstonecraft shelley; Women authors; Rhetoric; Ya; Young adult; Juvenile; History; Historical; Classic; Literature; Books; Novels; Hardcovers; Paperback; Ebook; Audio-book; Stories; Tales; Madness; Mad; Science; Life conduct; Ethics; Translations into russian; Ficción; Frankenstein (personaje literario); Monstruos; Epistolary fiction; Conducta (etica); ghost; Frankenstein films; Juvenile fiction; African american women; Man-woman relationships; Pr5397 .f7 2012d; Pr5397 .f7 2008d; 823; Drama (dramatic works by one author); Long Now Manual for Civilization",Mary Shelley,,,,"Annotated for Scientists, Engineers, and Creators of All Kinds",MIT Press,,,,,,,,,,,,,
,9780262340267,OL29763938M,"{'title': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Frankenstein'}; {'title': 'Wikidata', 'url': 'https://www.wikidata.org/wiki/Q150827'}; {'title': 'VIAF ID: 185508590', 'url': 'https://viaf.org/viaf/185508590'}; {'title': 'BookBrainz', 'url': 'https://bookbrainz.org/work/7eeea395-1cf8-4812-a133-a14fe5d5d08b'}; {'title': 'inventaire.io', 'url': 'https://inventaire.io/entity/wd:Q150827'}",https://openlibrary.org/books/OL29763938M/Frankenstein,320.0,,,Mary Wollstonecraft Shelley (1797-1851); Victor Frankenstein (Fictitious character); Frankenstein's Monster (Fictitious character),,Geneva (Switzerland); St. Petersburgh; Archangel; Lucerne; Switzerland; Geneva,1700s,/books/OL29763938M,,,,,Frankenstein,2017,,,"Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); Scientists; Monsters; Fiction, horror; Frankenstein (fictitious character), fiction; Physicians, fiction; British fiction (fictional works by one author); Scientists, fiction; Geneva (Switzerland), fiction; Children's fiction; Horror stories; Fiction, science fiction, general; Fiction, general; Horror tales; Frankenstein (Shelley, Mary Wollstonecraft); Large type books; English fiction; Study guides; Examinations; Criticism and interpretation; Fiction, gothic; English language, textbooks for foreign speakers; Reading comprehension; Monsters, fiction; English literature; Comics & graphic novels, science fiction; Comics & graphic novels, horror; Comic books, strips, etc.; Comics & graphic novels, literary; Shelley, Mary Wollstonecraft, 1797-1851; English fiction (collections), 19th century; Literature and fiction, horror and ghost stories; Readers; Science fiction, history and criticism; Horror tales, history and criticism; Children's stories; Monstrous; Novela; History and criticism; Horror fiction; British and irish fiction (fictional works by one author); Fiction, historical, general; literary criticism; English Science fiction; English Horror tales; Scientists in literature; Monsters in literature; Science, experiments, fiction; Authors; Travel; Reincarnation; Self-actualization (Psychology); Vida espiritual; Arte de vivir; Conducta (Ética); Self-realization; Reading materials; Fiction, science fiction, hard science fiction; Switzerland, fiction; Literature and fiction, women authors; Literature, history and criticism; Science fiction; Cartoons and comics; Monstres; Romans, nouvelles; Comic books, strips; Classic science fiction; Horror and supernatural fiction; Classic fiction; Science in literature; Illustration; Gothic fiction; English language, juvenile literature; Shelley, Mary Wollstonecraft, 1797-1851. Frankenstein; Frankenstein, Victor (Fictitious character) -- Fiction; Frankenstein's monster (Fictitious character) -- Fiction; Scientists -- Fiction; Monsters -- Fiction; Frankenstein’s monster (Fictitious character); Frankenstein’s monster; Monsters--fiction; Frankenstein, victor (fictitious character); Frankenstein, victor (fictitious character)--fiction; Pr5397 .f7 1992; 823.7 f; Frankenstein, victor; Frankenstein's monster; Scientists--fiction; Frankenstein, victor (fictional character); Frankenstein, victor (fictional character)--fiction; Frankenstein (fictional character); Frankenstein (fictional character)--fiction; Pr5397 .f7 2003c; 823/.7; Fic004000; Pr5397 .f7 1969; Pr5397 .f7 2008f; 823.7; Science & technology in literature; Literary styles & movements - fiction; Books at the movies; Occupations - fiction; English fiction & prose literature - general & miscellaneous - literary criticism; Horror literature - literary criticism; English; Scot; Pr5397 .f7 2007; Shelley, mary wollstonecraft , 1797-1851; Pr5397 .f7 2012; Classics; Horror; Gothic; English & college success -> english -> fiction; Mary shelley; Mary wollstonecraft shelley; Women authors; Rhetoric; Ya; Young adult; Juvenile; History; Historical; Classic; Literature; Books; Novels; Hardcovers; Paperback; Ebook; Audio-book; Stories; Tales; Madness; Mad; Science; Life conduct; Ethics; Translations into russian; Ficción; Frankenstein (personaje literario); Monstruos; Epistolary fiction; Conducta (etica); ghost; Frankenstein films; Juvenile fiction; African american women; Man-woman relationships; Pr5397 .f7 2012d; Pr5397 .f7 2008d; 823; Drama (dramatic works by one author); Long Now Manual for Civilization",Mary Shelley,,,,"Annotated for Scientists, Engineers, and Creators of All Kinds",MIT Press,,,,,,,,,,,,,
